Data from krypton_USB4F104151__0__11-01-33-910.txt Node

Date: Wed Apr 15 11:01:33 EDT 2026
User: LaboPhy
Spectrometer: USB4F10415
Trigger mode: 4
Integration Time (sec): 1,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
178,204	-430,59
178,424	-430,59
178,644	-430,59
178,864	-446,97
179,084	-395,77
179,304	-20,99
179,524	1,54
179,744	-35,33
179,964	81,41
180,184	22,02
180,404	19,97
180,624	-25,09
180,844	3,58
181,064	-84,48
181,283	-2,56
181,503	-6,66
181,723	46,59
181,943	-12,8
182,163	290,3
182,383	-107,01
182,602	24,06
182,822	216,57
183,042	77,31
183,262	-51,71
183,482	-66,05
183,701	75,26
183,921	112,13
184,141	-18,94
184,361	118,27
184,58	132,61
184,8	65,02
185,02	-12,8
185,239	97,79
185,459	136,7
185,679	157,18
185,898	-123,39
186,118	110,08
186,338	89,6
186,557	159,23
186,777	-6,66
186,997	44,54
187,216	140,8
187,436	292,35
187,655	146,94
187,875	101,89
188,095	32,26
188,314	142,85
188,534	140,8
188,753	-0,51
188,973	171,52
189,192	185,85
189,412	24,06
189,631	26,11
189,851	81,41
190,07	200,19
190,29	-45,57
190,509	46,59
190,729	9,73
190,948	200,19
191,168	235
191,387	60,93
191,607	99,84
191,826	144,89
192,045	54,78
192,265	-4,61
192,484	40,45
192,704	83,45
192,923	-41,47
193,142	169,47
193,362	134,65
193,581	187,9
193,8	48,64
194,02	105,98
194,239	36,35
194,458	83,45
194,678	65,02
194,897	50,69
195,116	114,17
195,335	120,32
195,555	62,98
195,774	30,21
195,993	183,81
196,212	85,5
196,432	-8,7
196,651	24,06
196,87	28,16
197,089	208,38
197,308	81,41
197,528	97,79
197,747	-49,66
197,966	48,64
198,185	114,17
198,404	-72,19
198,623	216,57
198,842	146,94
199,062	138,75
199,281	22,02
199,5	-16,9
199,719	202,24
199,938	65,02
200,157	32,26
200,376	157,18
200,595	153,09
200,814	22,02
201,033	7,68
201,252	153,09
201,471	97,79
201,69	157,18
201,909	42,5
202,128	77,31
202,347	153,09
202,566	-45,57
202,785	-68,09
203,004	30,21
