3010,0,3.283000
4011,0,3.341800
5010,0,3.283000
6011,0,3.596600
7011,0,3.248700
8010,0,3.542700
9011,0,3.336900
10011,0,3.493700
11010,0,3.547600
12010,0,3.655400
13011,0,3.322200
14010,0,3.278100
15010,0,3.322200
16011,0,3.390800
17011,0,3.503500
18010,0,3.317300
19011,0,3.209500
20010,0,3.459400
21010,0,3.552500
22011,0,3.292800
24010,0,3.513300
25011,0,3.498600
27010,0,3.361400
28011,0,3.611300
30010,0,3.258500
31011,0,3.346700
33010,0,3.542700
34011,0,3.234000
36010,0,3.376100
37011,0,3.572100
39010,0,3.258500
41011,0,3.508400
42010,0,3.229100
44010,0,3.459400
45010,0,3.508400
47010,0,3.253600
48010,0,3.366300
50010,0,3.189900
51010,0,3.219300
53010,0,3.385900
54010,0,3.317300
56010,0,3.278100
57011,0,3.224200
59010,0,3.474100
61011,0,3.542700
62010,0,3.336900
64011,0,3.606400
65010,0,3.479000
67011,0,3.381000
68010,0,3.214400
70011,0,3.219300
71010,0,3.341800
73011,0,3.395700
74010,0,3.420200
76011,0,3.601500
78010,0,3.292800
79011,0,3.557400
81010,0,3.459400
82011,0,3.317300
84010,0,3.302600
85011,0,3.356500
87010,0,3.219300
88011,0,3.537800
90010,0,3.229100
91011,0,3.464300
93010,0,3.327100
95011,0,3.390800
96010,0,3.390800
98010,0,3.204600
99010,0,3.537800
101010,0,3.493700
102010,0,3.400600
104010,0,3.390800
106011,0,3.586800
107010,0,3.498600
109011,0,3.577000
110010,0,3.518200
112011,0,3.444700
114010,0,3.488800
115011,0,3.547600
117010,0,3.430000
119010,0,3.356500
120010,0,3.346700
122010,0,3.400600
123011,0,3.508400
125010,0,3.459400
127011,0,3.616200
128010,0,3.459400
130011,0,3.327100
132010,0,3.385900
133011,0,3.297700
135010,0,3.503500
137011,0,3.258500
138010,0,3.180100
140010,0,3.229100
141010,0,3.493700
143010,0,3.454500
145011,0,3.537800
146010,0,3.395700
148013,1,3.263400
150010,1,3.846500
151011,1,3.621100
153011,1,3.846500
154011,1,3.890600
156011,1,3.694600
158011,1,3.660300
159011,1,3.616200
161011,1,3.704400
163011,1,3.973900
164011,1,3.689700
166011,1,3.616200
167010,1,3.733800
169011,1,3.871000
171011,1,3.728900
172011,1,3.866100
174011,1,3.807300
176011,1,3.929800
177011,1,3.694600
179011,1,3.978800
180011,1,3.905300
182011,1,3.621100
184011,1,3.826900
185011,1,3.689700
187011,1,3.964100
189011,1,3.792600
190011,1,3.626000
192011,1,3.611300
194011,1,3.792600
195011,1,3.777900
197011,1,3.792600
198011,1,3.719100
200011,1,3.836700
202011,1,3.635800
203011,1,3.606400
205011,1,3.591700
207010,1,3.890600
208011,1,3.924900
210011,1,3.890600
211011,1,3.817100
213011,1,3.934700
215011,1,3.890600
216011,1,3.704400
218011,1,3.861200
220011,1,3.915100
221011,1,3.768100
223011,1,3.743600
224010,1,3.915100
226011,1,3.611300
228011,1,3.733800
229011,1,3.900400
231011,1,3.895500
233011,1,3.577000
234011,1,3.900400
236011,1,3.880800
237011,1,3.920000
239011,1,3.724000
241011,1,3.724000
242011,1,3.616200
244011,1,3.831800
246011,1,3.856300
247011,1,3.743600
249011,1,3.655400
251011,1,3.562300
252011,1,3.846500
254011,1,3.660300
255011,1,3.591700
257011,1,3.812200
259011,1,3.601500
260011,1,3.665200
262011,1,3.910200
264010,1,3.709300
265011,1,3.773000
267011,1,3.562300
268011,1,3.826900
270011,1,3.763200
272011,1,3.645600
273011,1,3.924900
275011,1,3.851400
277011,1,4.008200
278011,1,3.689700
280011,1,3.841600
