Data from deuterium_USB4F104151__18__10-57-07-540.txt Node

Date: Wed Apr 15 10:57:07 EDT 2026
User: LaboPhy
Spectrometer: USB4F10415
Trigger mode: 4
Integration Time (sec): 1,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
178,204	-419,49
178,424	-419,49
178,644	-419,49
178,864	-353,96
179,084	-399,01
179,304	-1,71
179,524	-18,09
179,744	10,58
179,964	57,68
180,184	-3,75
180,404	-16,04
180,624	-57
180,844	-59,05
181,064	-28,33
181,283	43,35
181,503	-42,67
181,723	115,03
181,943	-95,91
182,163	233,81
182,383	47,44
182,602	82,26
182,822	139,6
183,042	33,11
183,262	12,63
183,482	-44,71
183,701	55,64
183,921	90,45
184,141	-100,01
184,361	57,68
184,58	100,69
184,8	78,16
185,02	14,68
185,239	137,56
185,459	98,64
185,679	205,14
185,898	-112,3
186,118	115,03
186,338	117,08
186,557	123,22
186,777	-24,23
186,997	22,87
187,216	-9,9
187,436	184,66
187,655	35,16
187,875	104,79
188,095	35,16
188,314	133,46
188,534	102,74
188,753	-22,19
188,973	158,03
189,192	227,67
189,412	-7,85
189,631	84,31
189,851	110,93
190,07	166,23
190,29	-36,52
190,509	-38,57
190,729	16,73
190,948	127,32
191,168	182,61
191,387	106,84
191,607	57,68
191,826	100,69
192,045	63,83
192,265	24,92
192,484	190,8
192,704	18,77
192,923	-67,24
193,142	188,75
193,362	117,08
193,581	186,71
193,8	57,68
194,02	147,8
194,239	61,78
194,458	112,98
194,678	53,59
194,897	0,34
195,116	92,5
195,335	67,92
195,555	108,88
195,774	24,92
195,993	129,36
196,212	115,03
196,432	2,39
196,651	65,88
196,87	51,54
197,089	213,33
197,308	61,78
197,528	39,25
197,747	-7,85
197,966	96,6
198,185	164,18
198,404	6,49
198,623	78,16
198,842	207,19
199,062	43,35
199,281	88,4
199,5	-24,23
199,719	80,21
199,938	53,59
200,157	67,92
200,376	98,64
200,595	143,7
200,814	112,98
201,033	31,06
201,252	178,51
201,471	129,36
201,69	108,88
201,909	47,44
202,128	209,23
202,347	155,99
202,566	96,6
202,785	-116,39
203,004	31,06
203,223	293,2
203,442	29,01
203,661	-83,63
203,879	110,93
204,098	188,75
204,317	43,35
204,536	49,49
204,755	164,18
204,974	164,18
205,193	33,11
205,411	155,99
205,63	155,99
205,849	82,26
206,068	39,25
206,287	-13,99
206,505	170,32
206,724	69,97
206,943	41,3
207,162	-1,71
207,381	125,27
207,599	98,64
207,818	-5,8
208,037	-38,57
208,255	22,87
208,474	6,49
208,693	-18,09
208,911	51,54
209,13	63,83
209,349	117,08
209,567	92,5
209,786	-5,8
210,005	88,4
210,223	108,88
210,442	-110,25
210,661	74,07
210,879	106,84
211,098	39,25
211,316	102,74
211,535	80,21
211,753	160,08
211,972	123,22
212,191	8,53
212,409	-48,81
212,628	55,64
212,846	-52,91
213,065	65,88
213,283	53,59
213,502	74,07
213,72	112,98
213,938	104,79
214,157	57,68
214,375	76,12
214,594	-20,14
214,812	69,97
215,031	-42,67
215,249	16,73
215,467	119,12
215,686	84,31
215,904	90,45
216,122	125,27
216,341	178,51
216,559	115,03
216,778	90,45
216,996	203,09
217,214	51,54
217,432	16,73
217,651	-32,43
217,869	123,22
218,087	96,6
218,306	-38,57
218,524	74,07
218,742	-13,99
218,96	106,84
219,179	-34,47
219,397	24,92
219,615	280,91
219,833	117,08
220,051	-36,52
220,27	96,6
220,488	115,03
220,706	86,36
220,924	-3,75
221,142	-1,71
221,36	141,65
221,578	22,87
221,796	-1,71
222,015	53,59
222,233	98,64
222,451	168,27
222,669	-11,95
222,887	143,7
223,105	22,87
223,323	86,36
