Data from filtre 450_USB4F104151__8__11-55-00-426.txt Node

Date: Wed Apr 15 11:55:00 EDT 2026
User: LaboPhy
Spectrometer: USB4F10415
Trigger mode: 4
Integration Time (sec): 2,100000E-2
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
178,204	-144,72
178,424	-144,72
178,644	-144,72
178,864	-134,48
179,084	-101,72
179,304	55,98
179,524	-44,37
179,744	2,73
179,964	-13,65
180,184	8,87
180,404	-7,51
180,624	-27,99
180,844	4,78
181,064	-7,51
181,283	-5,46
181,503	4,78
181,723	29,35
181,943	-11,61
182,163	31,4
182,383	4,78
182,602	72,36
182,822	29,35
183,042	35,5
183,262	-19,8
183,482	-56,66
183,701	-60,76
183,921	21,16
184,141	-5,46
184,361	19,11
184,58	-7,51
184,8	8,87
185,02	-21,85
185,239	-13,65
185,459	-34,13
185,679	70,31
185,898	-73,04
186,118	96,94
186,338	-5,46
186,557	80,55
186,777	-30,04
186,997	35,5
187,216	15,02
187,436	84,65
187,655	-46,42
187,875	55,98
188,095	31,4
188,314	-13,65
188,534	6,83
188,753	127,66
188,973	51,88
189,192	76,46
189,412	49,83
189,631	51,88
189,851	31,4
190,07	10,92
190,29	-46,42
190,509	23,21
190,729	29,35
190,948	35,5
191,168	105,13
191,387	31,4
191,607	27,31
191,826	47,79
192,045	-1,37
192,265	2,73
192,484	66,22
192,704	33,45
192,923	4,78
193,142	53,93
193,362	25,26
193,581	60,07
193,8	15,02
194,02	-13,65
194,239	-75,09
194,458	60,07
194,678	17,07
194,897	76,46
195,116	23,21
195,335	2,73
195,555	-23,89
195,774	-5,46
195,993	43,69
196,212	4,78
196,432	88,75
196,651	-5,46
196,87	19,11
197,089	94,89
197,308	12,97
197,528	78,51
197,747	-9,56
197,966	17,07
198,185	10,92
198,404	19,11
198,623	53,93
198,842	27,31
199,062	-19,8
199,281	-13,65
199,5	35,5
199,719	-19,8
199,938	8,87
200,157	10,92
200,376	0,68
200,595	86,7
200,814	35,5
201,033	8,87
201,252	12,97
201,471	35,5
201,69	66,22
201,909	23,21
202,128	2,73
202,347	-21,85
202,566	-46,42
202,785	-13,65
203,004	39,59
203,223	27,31
203,442	29,35
203,661	-54,61
203,879	-38,23
204,098	88,75
204,317	-5,46
204,536	21,16
204,755	-19,8
204,974	37,55
205,193	10,92
205,411	74,41
205,63	8,87
205,849	2,73
206,068	43,69
206,287	-36,18
206,505	39,59
206,724	-66,9
206,943	10,92
207,162	-34,13
207,381	19,11
207,599	15,02
207,818	23,21
208,037	12,97
208,255	2,73
208,474	33,45
208,693	-56,66
208,911	94,89
209,13	2,73
209,349	49,83
209,567	-34,13
209,786	33,45
210,005	15,02
210,223	-21,85
210,442	-32,08
