Data from hydrogene_USB4F104151__7__09-04-10-111.txt Node

Date: Wed Apr 15 09:04:10 EDT 2026
User: LaboPhy
Spectrometer: USB4F10415
Trigger mode: 4
Integration Time (sec): 1,000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 3648
>>>>>Begin Spectral Data<<<<<
178,204	-328,19
178,424	-328,19
178,644	-328,19
178,864	-371,19
179,084	-363
179,304	30,21
179,524	-18,94
179,744	-66,05
179,964	24,06
180,184	44,54
180,404	-29,18
180,624	91,65
180,844	-18,94
181,064	-29,18
181,283	-39,42
181,503	-41,47
181,723	52,74
181,943	-53,76
182,163	153,09
182,383	1,54
182,602	71,17
182,822	69,12
183,042	7,68
183,262	-39,42
183,482	69,12
183,701	-0,51
183,921	28,16
184,141	-111,1
184,361	67,07
184,58	28,16
184,8	89,6
185,02	-78,33
185,239	-6,66
185,459	85,5
185,679	67,07
185,898	-76,29
186,118	-20,99
186,338	46,59
186,557	89,6
186,777	-80,38
186,997	-49,66
187,216	60,93
187,436	210,43
187,655	13,82
187,875	65,02
188,095	56,83
188,314	103,93
188,534	130,56
188,753	-27,14
188,973	95,74
189,192	144,89
189,412	52,74
189,631	1,54
189,851	85,5
190,07	99,84
190,29	-29,18
190,509	-35,33
190,729	-39,42
190,948	118,27
191,168	273,92
191,387	75,26
191,607	28,16
191,826	13,82
192,045	-14,85
192,265	-41,47
192,484	11,78
192,704	-12,8
192,923	-74,24
193,142	185,85
193,362	103,93
193,581	91,65
193,8	60,93
194,02	124,41
194,239	-53,76
194,458	89,6
194,678	26,11
194,897	52,74
195,116	11,78
195,335	101,89
195,555	24,06
195,774	19,97
195,993	50,69
196,212	7,68
196,432	-2,56
196,651	-6,66
196,87	9,73
197,089	181,76
197,308	52,74
197,528	30,21
197,747	-43,52
197,966	38,4
198,185	167,42
198,404	-27,14
198,623	97,79
198,842	46,59
199,062	130,56
199,281	116,22
199,5	22,02
199,719	28,16
199,938	95,74
200,157	-2,56
200,376	1,54
200,595	120,32
200,814	15,87
201,033	-80,38
201,252	126,46
201,471	38,4
201,69	103,93
201,909	50,69
202,128	83,45
202,347	22,02
202,566	26,11
202,785	-29,18
203,004	38,4
203,223	189,95
203,442	83,45
203,661	-2,56
203,879	-10,75
204,098	130,56
204,317	-88,57
204,536	42,5
204,755	142,85
204,974	75,26
205,193	28,16
205,411	148,99
205,63	42,5
205,849	13,82
206,068	60,93
206,287	-117,25
206,505	101,89
206,724	17,92
206,943	32,26
207,162	52,74
207,381	-45,57
207,599	-0,51
207,818	-33,28
208,037	-37,38
208,255	28,16
208,474	75,26
208,693	46,59
208,911	38,4
209,13	71,17
209,349	-27,14
209,567	103,93
209,786	62,98
210,005	75,26
210,223	26,11
210,442	-70,14
210,661	-6,66
210,879	28,16
211,098	-59,9
211,316	62,98
211,535	38,4
211,753	44,54
211,972	50,69
212,191	-53,76
212,409	13,82
212,628	56,83
212,846	-12,8
213,065	77,31
213,283	126,46
213,502	-39,42
213,72	13,82
213,938	50,69
214,157	34,3
214,375	91,65
214,594	11,78
214,812	97,79
215,031	56,83
215,249	-82,43
215,467	144,89
215,686	-14,85
215,904	93,69
216,122	11,78
216,341	132,61
216,559	52,74
216,778	122,37
216,996	118,27
217,214	22,02
217,432	40,45
217,651	-25,09
217,869	58,88
218,087	-0,51
218,306	-6,66
218,524	28,16
218,742	26,11
218,96	79,36
219,179	-4,61
219,397	13,82
219,615	173,57
219,833	50,69
220,051	-53,76
220,27	87,55
220,488	42,5
220,706	108,03
220,924	-16,9
221,142	-49,66
221,36	54,78
221,578	34,3
221,796	46,59
222,015	34,3
222,233	118,27
222,451	108,03
222,669	-27,14
222,887	40,45
223,105	-41,47
223,323	13,82
223,541	-14,85
223,759	-27,14
223,977	-25,09
224,195	167,42
224,413	83,45
224,631	62,98
224,849	52,74
225,067	179,71
225,285	-14,85
225,503	-16,9
225,721	-117,25
225,939	30,21
226,157	79,36
226,375	165,37
226,592	-10,75
226,81	30,21
227,028	95,74
227,246	138,75
227,464	34,3
227,682	36,35
227,9	91,65
228,117	83,45
228,335	62,98
228,553	-23,04
228,771	17,92
228,989	-12,8
229,206	42,5
229,424	3,58
229,642	-25,09
229,86	-0,51
230,077	7,68
230,295	-4,61
230,513	89,6
230,731	58,88
230,948	75,26
231,166	38,4
231,384	-47,62
231,601	-18,94
231,819	126,46
232,037	17,92
232,254	-2,56
232,472	22,02
232,689	-45,57
232,907	93,69
233,125	7,68
233,342	-10,75
233,56	-109,05
233,777	19,97
233,995	-14,85
234,213	52,74
234,43	5,63
234,648	42,5
234,865	42,5
235,083	48,64
235,3	85,5
235,518	32,26
235,735	128,51
235,953	58,88
236,17	42,5
236,388	-33,28
236,605	54,78
236,822	161,28
237,04	97,79
237,257	-2,56
237,475	-6,66
237,692	73,21
237,909	-29,18
238,127	32,26
238,344	93,69
238,562	15,87
238,779	-35,33
238,996	5,63
239,214	48,64
239,431	58,88
239,648	-37,38
239,865	95,74
240,083	77,31
240,3	5,63
240,517	-39,42
240,735	-0,51
240,952	114,17
241,169	140,8
241,386	93,69
241,603	83,45
241,821	11,78
242,038	3,58
242,255	122,37
242,472	-86,53
242,689	30,21
242,907	46,59
243,124	22,02
243,341	38,4
243,558	-76,29
243,775	-6,66
243,992	-76,29
244,209	108,03
244,426	151,04
244,643	56,83
244,86	26,11
245,078	26,11
245,295	17,92
245,512	40,45
245,729	-14,85
245,946	67,07
246,163	62,98
246,38	13,82
246,597	50,69
246,814	3,58
247,031	9,73
247,248	-84,48
247,464	-35,33
247,681	13,82
247,898	60,93
248,115	91,65
248,332	-51,71
248,549	95,74
248,766	173,57
248,983	-12,8
249,2	3,58
249,417	128,51
249,633	-10,75
249,85	46,59
250,067	13,82
250,284	38,4
250,501	62,98
250,717	71,17
250,934	-76,29
251,151	42,5
251,368	36,35
251,585	138,75
251,801	5,63
252,018	26,11
252,235	36,35
252,451	-68,09
252,668	7,68
